Year,Site,Habitat,Transect,Taxa,X,Y,Z,Length,Width,Height,Recruitment,Mortality,Fusion,Fission,Observer,Note
2019,LTER4,OR,T3,Acr,0,75,5,1.5,2.2,1.5,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0,85,0,30,31,24.2,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.01,20,2,34,27.5,20,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.02,27,16,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.03,27,16,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Por,0.05,3,5,41,31.2,24.5,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Acr,0.1,60,0,NA,NA,NA,0,1,0,0,EW,D
2019,LTER4,OR,T3,Poc,0.14,32,18,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.15,0,0,NA,NA,NA,0,1,0,0,EW,D
2019,LTER4,OR,T3,Poc,0.17,7,13,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.18,2,5,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.2,7,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.2,73,0,13,11,7.5,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.21,92,5,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.22,81,22,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.23,81,3,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.26,43,2.3,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.27,90,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Acr,0.29,62,19,NA,NA,NA,0,1,0,0,EW,D
2019,LTER4,OR,T3,Acr,0.3,80,0,NA,NA,NA,0,1,0,0,EW,D
2019,LTER4,OR,T3,Poc,0.33,93,0,13.1,11,9.5,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.35,87,8,31.7,23.5,17,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.36,3,6,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.37,87,13,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Acr,0.42,55,0,8.2,6,7,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.42,65,5,34,20.2,29,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Por,0.47,24,1,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Acr,0.47,75,0,NA,NA,NA,0,1,0,0,EW,D
2019,LTER4,OR,T3,Poc,0.49,76,8,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.5,51,5,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Por,0.52,48,5,NA,NA,NA,0,1,0,0,EW,D
2019,LTER4,OR,T3,Poc,0.53,78,3,24.9,11.9,19,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.56,0,5,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.7,10,0,21,20,11,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.7,52,0,11,10.1,7,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.74,77,2,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.84,87,2,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.85,76,0,6.7,3.5,7,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.86,78,3,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Acr,0.87,34,2,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.88,24,0,22.2,22.5,18.5,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.88,42,3,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.88,66,5,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.9,98,5,NA,NA,NA,0,1,0,0,EW,D
2019,LTER4,OR,T3,Poc,0.92,1,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.92,10,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.92,35,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T3,Poc,0.95,56,10,24.5,24.2,20.9,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Por,0.96,22,0,8.2,6.8,3.3,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,0.99,100,0,NA,NA,NA,0,1,0,0,HSL,D
2019,LTER4,OR,T3,Poc,0.99,71,2,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Poc,0.99,85,2,26.5,28,19.3,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Poc,1,85,2,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,1.1,22,1,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Poc,1.16,50,0,27.3,19,17.3,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,1.27,94,18,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Poc,1.3,67,0,29.2,17,80,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Poc,1.3,8,0,7.2,6.3,3.2,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Poc,1.3,8,9,7.2,6.3,3.2,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Poc,1.42,40,0,12.5,9.5,6,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Poc,1.52,45,0,1,1,1,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,1.54,97,0,17.3,12.5,19,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Por,1.56,30,0,30.5,25.5,9,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Poc,1.57,50,0,10,7,8,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,1.61,29,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,1.64,90,0,2,1,1,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,1.8,30,0,3,3.1,9,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,1.9,60,0,NA,NA,NA,0,1,0,0,HSL,D
2019,LTER4,OR,T3,Acr,1.95,10,0,NA,NA,NA,0,1,0,0,HSL,D
2019,LTER4,OR,T3,Acr,1.95,85,0,NA,NA,NA,0,1,0,0,HSL,D
2019,LTER4,OR,T3,Acr,2.02,10,0,7.5,6,5,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,2.05,60,0,NA,NA,NA,0,1,0,0,HSL,D
2019,LTER4,OR,T3,Acr,2.1,27,0,11,4,6,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,2.35,90,2,NA,NA,NA,0,1,0,0,HSL,D
2019,LTER4,OR,T3,Acr,2.43,50,0,16,10,7,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,2.56,16,1,NA,NA,NA,0,1,0,0,HSL,D
2019,LTER4,OR,T3,Acr,3.1,10,0,3.2,3,2,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,3.1,85,0,10,8,7,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,3.35,70,0,NA,NA,NA,0,1,0,0,HSL,D
2019,LTER4,OR,T3,Acr,3.41,88,10,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,3.44,83,3,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,3.6,100,0,8.5,3.5,5.5,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,3.95,5,15,41.5,42,15,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,3.95,50,0,24.9,18,13,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,4.23,57,2,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Por,4.4,15,10,NA,NA,NA,0,1,0,0,HSL,D
2019,LTER4,OR,T3,Acr,4.53,79,3,29,28,100,0,0,0,0,HSL,NA
2019,LTER4,OR,T3,Acr,4.57,85,3,17,15,13,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Por,0,95,4,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Por,0,99,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Por,0.02,98,3,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.05,25,6,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Acr,0.05,96,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.05,96,5,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.07,89,8,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.11,5,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.15,16,4,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.15,84,6,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.16,74,1,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.16,89,6,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.19,30,9,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.22,96,3,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.25,53,8,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.25,75,11,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.25,91,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.31,18,1,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.32,72,3,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.34,29,4,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.36,100,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.36,20,4,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Acr,0.39,15,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Acr,0.39,60,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.4,85,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.42,21,5,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.45,35,2,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.45,55,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.45,68,1,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.48,9,3,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.55,29,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.57,1,1,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.57,60,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.57,61,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.62,73,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.64,24,8,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.65,25,7,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Por,0.68,50,10,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.73,13,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.73,29,9,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.73,46,1,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.74,44,3,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.77,83,4.5,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.77,93,7,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.82,26,5,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.84,96,4,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.84,97,4,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.89,1,7,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.89,3,1,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.93,18,5,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.93,55,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.94,34,0,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Por,0.95,42,12,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.97,32,5,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,0.99,60,40,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Poc,1,15,10,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER4,OR,T4,Acr,1.53,78,2,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,2,0,2,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,2.15,22,7,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,2.35,70,4,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,2.9,86,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,3.06,15,5,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,3.06,80,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,3.07,50,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,3.1,70,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,3.18,92,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,3.48,80,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,3.65,5,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,3.7,2,4.5,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,3.89,7,3.9,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,4.07,61,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,4.38,80,5,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,4.4,80,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,4.44,93,16,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,4.5,40,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,4.5,50,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,4.6,70,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,4.8,50,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER4,OR,T4,Acr,5,14,0,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P1,Poc,0.05,0,29,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Por,1.55,75,5,NA,NA,NA,0,1,0,0,EW,D
2019,LTER5,BR,P1,Por,1.8,1,30,35,34,28,0,0,0,0,EW,NA
2019,LTER5,BR,P1,Poc,2.05,93,150,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Por,2.15,28,60,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,2.24,82,100,NA,NA,NA,0,1,0,0,EW,D
2019,LTER5,BR,P1,Poc,2.25,86,112,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,2.4,50,130,28,16,15,0,0,0,0,EW,NA
2019,LTER5,BR,P1,Poc,2.9,28,80,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,3.04,90,149,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,3.7,20,10,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,4.45,50,9,19,12,12,0,0,0,0,EW,NA
2019,LTER5,BR,P1,Por,4.6,60,30,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,5.31,96,17,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,5.32,85,10,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,5.33,95,19,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,5.37,96,20,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,5.4,94,10,38,32,17,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,5.45,50,4,NA,NA,NA,0,1,0,0,EW,D
2019,LTER5,BR,P1,Poc,5.6,60,15,NA,NA,NA,0,1,0,0,EW,D
2019,LTER5,BR,P1,Poc,6.16,99,20,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,6.25,77,30,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,6.3,52,60,5.5,4.5,5,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,6.3,94,33,45,29,35,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,6.53,77,3,15,16,10,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Acr,7.1,75,70,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Acr,7.15,70,75,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,7.25,61,50,NA,NA,NA,0,1,0,0,EW,D
2019,LTER5,BR,P1,Poc,7.84,76,60,NA,NA,NA,0,1,0,0,EW,D
2019,LTER5,BR,P1,Poc,8.26,40,21,4,3,3,0,0,0,0,EW,NA
2019,LTER5,BR,P1,Poc,8.7,39,21,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,8.78,44,33,42,44,36,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Por,9.35,28,20,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P1,Poc,9.8,45,20,26,35,30,0,0,0,0,EW,NA
2019,LTER5,BR,P1,Por,9.9,68,3,NA,NA,NA,0,0,0,0,NA,NA
2019,LTER5,BR,P10,Acr,2.28,99,35,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Acr,2.29,100,37,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Acr,2.32,100,36,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Acr,2.75,100,37,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Por,2.93,97,43,NA,NA,NA,0,1,0,0,HSL,D
2019,LTER5,BR,P10,Acr,3.15,91,55,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Acr,3.17,72,50,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Por,3.3,95,20,42.5,23,15.2,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Acr,3.32,89,35,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Acr,3.35,90,50,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Acr,3.4,60,80,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Acr,3.5,60,20,40,38,22,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Acr,3.7,10,42,73,69,73,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Acr,3.7,36,35,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Acr,3.8,50,20,36.2,38,31,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Por,4.1,1,0,80.5,84.3,72.5,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Por,5.9,20,65,73,67.9,75,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Por,6.05,22,45,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Por,6.1,84,20,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Por,6.55,100,40,71.2,76,74.2,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Por,6.65,15,72,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Por,6.9,65,71,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P10,Por,8.8,22,153,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P2,Poc,0.02,61,3,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,0.2,28,11,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,0.3,69,40,7,3,5,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,0.5,68,43,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,1.13,86,115,5.6,3,3,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,1.95,33,133,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,2,1,121,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,2.1,13,170,15.5,18,12,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,2.25,26,160,4.2,4,3,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,2.5,78,130,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Por,2.7,90,25,80,24,48,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,2.89,27,100,NA,NA,NA,0,1,0,0,EW,D
2019,LTER5,BR,P2,Poc,3.25,13,130,NA,NA,NA,0,1,0,0,EW,D
2019,LTER5,BR,P2,Poc,3.4,73,200,11,5,6,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,3.8,25,7.5,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,3.9,1,3,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Por,4.2,20,30,13,10,10,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Por,4.2,30,30,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Por,4.65,40,20,45,24,23,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,4.73,86,40,39,17,17,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,4.87,81,44,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,4.95,100,114,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,5,80,54,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,5.05,10,13,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,5.05,23,13.1,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,5.15,100,60,24,26,13,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,5.2,0,10,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,5.3,19,20,30,22,15,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,5.3,98,20,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,5.35,88,114,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,5.36,83,109,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,5.4,5,10,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,5.8,10,2,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,5.8,86,120,NA,NA,NA,0,1,0,0,EW,D
2019,LTER5,BR,P2,Poc,5.85,57,105,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,6,1,30,45,28,20,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,6.2,1,15,17,15,16,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,6.3,97,142,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,6.35,55,142,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,6.7,15,30,NA,NA,NA,0,1,0,0,EW,D
2019,LTER5,BR,P2,Poc,6.7,24,110,9,10,7,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,6.75,83,123,26,18,21,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,6.9,50,75,11,13,10,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,7,48,40,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,7.15,62,130,NA,NA,NA,0,1,0,0,EW,D
2019,LTER5,BR,P2,Poc,7.15,75,140,NA,NA,NA,0,1,0,0,EW,D
2019,LTER5,BR,P2,Por,7.3,65,25,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Por,7.55,30,40,23,22,20,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,7.7,28,20,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Por,7.9,0,60,40,42,38,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Por,8.25,50,30,NA,NA,NA,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,9.08,13,26,10,11,10,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Por,9.1,90,6,31,27,33,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Poc,9.25,31,42,21,20,16,0,0,0,0,EW,NA
2019,LTER5,BR,P2,Por,9.3,30,42,NA,NA,NA,0,1,0,0,EW,D
2019,LTER5,BR,P3,Poc,0.02,4,27,NA,NA,NA,0,0,0,0,HSL,NA
2019,LTER5,BR,P3,Poc,0.4,80,2,3.1,3,3,0,0,0,0,HSL,NA
2019,LTER5,BR,P3,Poc,0.45,25,10,5.5,4.5,4,0,0,0,0,HSL,NA
2019,LTER5,BR,P3,Poc,0.5,95,10,7.5,7,4.7,0,0,0,0,HSL,NA
2019,LTER5,BR,P3,Poc,0.6,25,15,4.8,4.8,5,0,0,0,0,HSL,NA
2019,LTER5,BR,P3,Poc,0.69,30,10,NA,NA,NA,0,0,0,0,HSL,NA
