coral_number,site,habitat,transect,taxa,x,y,z,L23,W23,H23,Dyn23,L24,W24,H24,Notes_2024
4342,LTER4,BR,P09,Poc,4.79,90,40,1,1,1,Recruitment,NA,NA,NA,NA
4343,LTER4,BR,P09,Acr,4.88,90,30,3,3,1,Recruitment,NA,NA,NA,NA
4344,LTER4,BR,P09,Acr,4.9,90,30,2,2,2,Recruitment,NA,NA,NA,NA
4345,LTER4,BR,P09,Por,4.91,45,40,54,23,28.7,NA,NA,NA,NA,NA
4346,LTER4,BR,P09,Por,5.2,18,50,64,33,61,NA,NA,NA,NA,NA
4348,LTER4,BR,P09,Acr,5.75,80,20,6,6,3,Missing Data,NA,NA,NA,NA
4351,LTER4,BR,P09,Poc,5.88,28,70,1,1,1,Recruitment,NA,NA,NA,NA
4352,LTER4,BR,P09,Acr,5.9,50,70,6,4,4,Missing Data,NA,NA,NA,NA
4353,LTER4,BR,P09,Acr,6.04,90,40,6,5,5,Missing Data,NA,NA,NA,NA
4354,LTER4,BR,P09,Acr,6.05,17,80,6,5,3,Missing Data,NA,NA,NA,NA
4355,LTER4,BR,P09,Acr,6.05,70,40,6.5,6,3.5,Missing Data,NA,NA,NA,NA
4358,LTER4,BR,P09,Poc,6.15,20,80,1,1,1,Recruitment,NA,NA,NA,NA
4360,LTER4,BR,P09,Acr,6.4,25,40,8,4,7,Missing Data,NA,NA,NA,NA
4361,LTER4,BR,P09,Acr,6.5,20,30,7,7,2,Missing Data,NA,NA,NA,NA
4363,LTER4,BR,P09,Por,6.9,0,40,118,161,113,NA,NA,NA,NA,NA
4366,LTER4,BR,P09,Acr,7.3,77,50,6,5,4,Missing Data,NA,NA,NA,NA
4368,LTER4,BR,P09,Acr,7.4,20,50,3,3,1,Recruitment,NA,NA,NA,NA
4369,LTER4,BR,P09,Acr,7.4,30,30,2,2,2,Recruitment,NA,NA,NA,NA
4370,LTER4,BR,P09,Acr,7.4,40,30,2,2,2,Recruitment,NA,NA,NA,NA
4380,LTER4,BR,P09,Poc,8.25,55,75,2,2,2,Recruitment,NA,NA,NA,NA
4381,LTER4,BR,P09,Acr,8.3,50,50,2,3,3,Recruitment,NA,NA,NA,NA
4383,LTER4,BR,P09,Acr,8.35,88,60,1,1,1,Recruitment,NA,NA,NA,NA
4386,LTER4,BR,P09,Acr,8.4,88,60,1,1,1,Recruitment,NA,NA,NA,NA
4388,LTER4,BR,P09,Acr,8.62,60,75,1,1,1,Recruitment,NA,NA,NA,NA
4389,LTER4,BR,P09,Acr,8.79,0,30,6,4,2,Missing Data,NA,NA,NA,NA
4390,LTER4,BR,P09,Acr,8.8,60,40,6,6.5,3.5,Missing Data,NA,NA,NA,NA
4392,LTER4,BR,P09,Acr,8.95,50,20,6,3,1.8,Missing Data,NA,NA,NA,NA
4394,LTER4,BR,P09,Acr,9.1,30,0,5,5,5,Recruitment,NA,NA,NA,NA
4397,LTER4,BR,T01,Por,0.02,3,89,10.3,15.6,6.1,Growth,NA,NA,NA,NA
4399,LTER4,BR,T01,Acr,0.03,35,15,4,3.3,1.7,Recruitment,NA,NA,NA,NA
4406,LTER4,BR,T01,Acr,0.09,38,50,26,21,11.6,Growth,NA,NA,NA,NA
4409,LTER4,BR,T01,Poc,0.1,52,67,1,0.8,1.1,Recruitment,NA,NA,NA,NA
4410,LTER4,BR,T01,Acr,0.1,60,15,13.5,7.3,11.3,Growth,NA,NA,NA,NA
4415,LTER4,BR,T01,Poc,0.15,60,15,10.4,8.9,9.3,Growth,NA,NA,NA,NA
4425,LTER4,BR,T01,Por,0.28,10,80,9.4,4.5,7.5,Missing Data,NA,NA,NA,NA
4439,LTER4,BR,T01,Acr,0.45,98,8,2.4,3,3.1,Growth,NA,NA,NA,NA
4446,LTER4,BR,T01,Acr,0.56,0,50,8,5.7,4.5,Missing Data,NA,NA,NA,NA
4447,LTER4,BR,T01,Por,0.56,0,69,13.6,13.5,21.3,Growth,NA,NA,NA,NA
4451,LTER4,BR,T01,Por,0.58,21,65,3.7,1.7,3.1,Shrinkage,NA,NA,NA,NA
4455,LTER4,BR,T01,Por,0.6,16,63,3.8,2.2,3.1,Shrinkage,NA,NA,NA,NA
4460,LTER4,BR,T01,Por,0.65,61,9,20.6,15.6,15.3,Shrinkage,NA,NA,NA,NA
4464,LTER4,BR,T01,Por,0.7,43,4,2.1,1.8,2.6,Recruitment,NA,NA,NA,NA
4491,LTER4,BR,T01,Poc,0.85,100,5,14.4,12.7,10.4,Shrinkage,NA,NA,NA,NA
4492,LTER4,BR,T01,Poc,0.87,8,50,3.3,2.3,2.5,Growth,NA,NA,NA,NA
4497,LTER4,BR,T01,Por,1.03,93,22,2.8,1,1.3,Shrinkage,NA,NA,NA,NA
4498,LTER4,BR,T01,Por,1.04,94,37,5.3,1.4,3.5,Shrinkage,NA,NA,NA,NA
4507,LTER4,BR,T01,Poc,1.2,62,15,2.1,1.8,2.6,Recruitment,NA,NA,NA,NA
4510,LTER4,BR,T01,Por,1.21,93,65,10.3,6,7.1,Shrinkage,NA,NA,NA,NA
4512,LTER4,BR,T01,Por,1.23,83,67,9.6,5.6,12.5,Growth,NA,NA,NA,NA
4516,LTER4,BR,T01,Por,1.25,52,30,14.5,6.7,10.8,Shrinkage,NA,NA,NA,NA
4517,LTER4,BR,T01,Acr,1.25,100,50,6.7,4.3,4.6,Missing Data,NA,NA,NA,NA
4538,LTER4,BR,T01,Poc,1.36,79,70,9.6,5.6,12.5,Shrinkage,NA,NA,NA,NA
4546,LTER4,BR,T01,Poc,1.2,50,5,7.3,6,4.5,Shrinkage,NA,NA,NA,NA
4554,LTER4,BR,T01,Por,1.49,40,32,11.7,8.699999999999998,10.8,Growth,NA,NA,NA,NA
4558,LTER4,BR,T01,Acr,1.5,70,70,5.2,4.6,2.8,Growth,NA,NA,NA,NA
4573,LTER4,BR,T01,Poc,1.58,50,25,2.7,2.7,1.2,Recruitment,NA,NA,NA,NA
4577,LTER4,BR,T01,Por,1.6,57,47,5.2,1.9,3.9,Growth,NA,NA,NA,NA
4583,LTER4,BR,T01,Por,1.75,40,72,29.4,12.1,14.2,Shrinkage,NA,NA,NA,NA
4595,LTER4,BR,T01,Acr,1.75,100,75,4.6,3.2,2.3,Recruitment,NA,NA,NA,NA
4602,LTER4,BR,T01,Por,1.9,67,75,4.8,3.5,4.2,Shrinkage,NA,NA,NA,NA
4606,LTER4,BR,T01,Acr,1.85,100,75,6,3.7,4.2,Shrinkage,NA,NA,NA,NA
4608,LTER4,BR,T01,Acr,1.9,97,77,16,13.7,8,Shrinkage,NA,NA,NA,NA
4615,LTER4,BR,T01,Por,1.95,95,60,5.5,2.7,6.1,Shrinkage,NA,NA,NA,NA
4616,LTER4,BR,T01,Acr,1.98,75,30,3.7,0.5,2.2,Recruitment,NA,NA,NA,NA
4617,LTER4,BR,T01,Acr,1.98,93,60,2.3,1.7,2.3,Recruitment,NA,NA,NA,NA
4621,LTER4,BR,T01,Acr,2,72,16,7.3,7.3,1.6,Missing Data,NA,NA,NA,NA
4622,LTER4,BR,T01,Acr,2,78,24,8.5,8.5,1.4,Missing Data,NA,NA,NA,NA
4626,LTER4,BR,T01,Por,2.2,24,8,3.3,2.5,3.2,Shrinkage,NA,NA,NA,NA
4627,LTER4,BR,T01,Por,2.2,28,4,3.3,2.6,3.5,Recruitment,NA,NA,NA,NA
4633,LTER4,BR,T01,Por,2.29,25,10,8,6.1,5.4,Shrinkage,NA,NA,NA,NA
4636,LTER4,BR,T01,Por,2.3,34,2,1.7,1.7,1.7,Recruitment,NA,NA,NA,NA
4642,LTER4,BR,T01,Poc,2.36,3,19,0.8,0.6,0.8,Shrinkage,NA,NA,NA,NA
4652,LTER4,BR,T01,Poc,2.9,70,12,4,3.1,3.3,Growth,NA,NA,NA,NA
4656,LTER4,BR,T01,Por,3,95,21,36.2,22.2,24.2,Shrinkage,NA,NA,NA,NA
4658,LTER4,BR,T01,Poc,3.05,80,15,5,4.3,4.4,Growth,NA,NA,NA,NA
4661,LTER4,BR,T01,Poc,3.1,15,15,5.5,3.5,4.3,Growth,NA,NA,NA,NA
4669,LTER4,BR,T01,Por,3.31,91,1,26.1,14.7,15.6,NA,NA,NA,NA,NA
4671,LTER4,BR,T01,Poc,3.36,92,20,14.1,10.6,8.699999999999998,Missing Data,NA,NA,NA,NA
4677,LTER4,BR,T01,Poc,3.68,92,10,13.4,10,8.6,Missing Data,NA,NA,NA,NA
4691,LTER4,BR,T01,Por,4.3,65,3,5.9,4.6,5.3,Recruitment,NA,NA,NA,NA
4703,LTER4,BR,T01,Por,4.72,100,29,105,37.2,54.2,Growth,NA,NA,NA,NA
4729,LTER4,BR,T01,Por,4.95,45,25,8.699999999999998,3,4.5,Missing Data,NA,NA,NA,NA
4731,LTER4,BR,T01,Por,5,60,20,13.2,8.699999999999998,6.7,Growth,NA,NA,NA,NA
4737,LTER4,BR,T02,Por,0.07,9,20,13.5,12,12.3,Growth,NA,NA,NA,NA
4746,LTER4,BR,T02,Por,0.17,80,74,121,122,58.6,Shrinkage,NA,NA,NA,NA
4750,LTER4,BR,T02,Por,0.7,30,0,5.1,4.1,5.7,Growth,NA,NA,NA,NA
4752,LTER4,BR,T02,Por,0.85,65,0,22.5,11.5,15.8,Shrinkage,NA,NA,NA,NA
4755,LTER4,BR,T02,Poc,0.9,70,0,18.5,15,13.8,Growth,NA,NA,NA,NA
4756,LTER4,BR,T02,Por,0.95,35,8,8.3,6,3,Missing Data,NA,NA,NA,NA
4762,LTER4,BR,T02,Poc,1.68,6,27,4.7,3.2,1.4,NA,NA,NA,NA,NA
4763,LTER4,BR,T02,Por,1.75,35,20,36.7,28,35,Missing Data,NA,NA,NA,NA
4764,LTER4,BR,T02,Por,1.85,19,15,10.2,6.4,10.2,Shrinkage,NA,NA,NA,NA
4775,LTER4,BR,T02,Por,2.36,10,15,6.3,4,8.3,Shrinkage,NA,NA,NA,NA
4779,LTER4,BR,T02,Acr,2.39,50,50,4.8,6.2,6,NA,NA,NA,NA,NA
4784,LTER4,BR,T02,Acr,2.46,20,40,9.1,6.8,6.6,NA,NA,NA,NA,NA
4786,LTER4,BR,T02,Poc,2.5,5,60,13.2,9.8,9.7,Missing Data,NA,NA,NA,NA
4787,LTER4,BR,T02,Por,2.6,50,20,38.2,14.5,28.7,"Growth, Edge",NA,NA,NA,NA
4793,LTER4,BR,T02,Acr,2.63,12,45,3.1,2.4,2,Shrinkage,NA,NA,NA,NA
4796,LTER4,BR,T02,Acr,2.7,40,50,4.6,3.7,3.3,Growth,NA,NA,NA,NA
4807,LTER4,BR,T02,Por,2.81,36,64,18,16.3,12.6,Growth,NA,NA,NA,NA
4816,LTER4,BR,T02,Poc,2.75,20,66,20.5,15,15,Growth,NA,NA,NA,NA
4823,LTER4,BR,T02,Por,2.95,37,20,16.7,9,13.3,Growth,NA,NA,NA,NA
4825,LTER4,BR,T02,Por,3,49,43,13.5,7,7.3,NA,NA,NA,NA,NA
4833,LTER4,BR,T02,Acr,3.1,85,8,2.8,2.2,3.3,Recruitment,NA,NA,NA,NA
4839,LTER4,BR,T02,Por,3.15,50,30,98.1,69.3,53.1,Growth,NA,NA,NA,NA
4840,LTER4,BR,T02,Por,3.15,85,3,21.7,6.7,9.5,Missing Data,NA,NA,NA,NA
4843,LTER4,BR,T02,Acr,3.17,43,60,4.1,4.9,2.4,Recruitment,NA,NA,NA,NA
4846,LTER4,BR,T02,Acr,3.2,1,100,6.2,2.7,3,Shrinkage,NA,NA,NA,NA
4858,LTER4,BR,T02,Acr,3.5,1,60,7.3,8,4.8,Growth,NA,NA,NA,NA
4863,LTER4,BR,T02,Poc,3.56,40,20,1.5,1.5,1.2,Recruitment,NA,NA,NA,NA
4864,LTER4,BR,T02,Acr,3.6,85,65,7.8,5,5.5,Missing Data,NA,NA,NA,NA
4870,LTER4,BR,T02,Poc,3.71,50,77,15,8.3,10.6,Shrinkage,NA,NA,NA,NA
4875,LTER4,BR,T02,Acr,3.75,62,60,3.8,3.3,3.6,Recruitment,NA,NA,NA,NA
4878,LTER4,BR,T02,Por,3.75,97,85,14.8,12.3,15.9,NA,NA,NA,NA,NA
4897,LTER4,BR,T02,Acr,4.25,88,80,6.8,6.3,2,Missing Data,NA,NA,NA,NA
4898,LTER4,BR,T02,Poc,4.25,96,75,3.2,2.5,2.5,Recruitment,NA,NA,NA,NA
4905,LTER4,BR,T02,Poc,4.4,23,70,2.3,1.3,2,Recruitment,NA,NA,NA,NA
4907,LTER4,BR,T02,Por,4.4,50,50,65.2,55.7,52.7,Shrinkage,NA,NA,NA,NA
4918,LTER4,BR,T02,Por,4.75,24,54,46.5,42,54,Growth,NA,NA,NA,NA
4922,LTER4,BR,T02,Acr,4.4,40,70,6.7,5.7,4,Growth,NA,NA,NA,NA
4925,LTER4,BR,T03,Acr,0,70,60,12,7.5,9.9,Growth,NA,NA,NA,NA
4926,LTER4,BR,T03,Acr,0,70,70,3.5,3.5,2.5,Recruitment,NA,NA,NA,NA
4927,LTER4,BR,T03,Acr,0,75,70,12,10,6,Missing Data,NA,NA,NA,NA
4928,LTER4,BR,T03,Poc,0.01,30,35,6.8,4.9,4.4,Shrinkage,NA,NA,NA,NA
4929,LTER4,BR,T03,Por,0.01,60,0,3,3,2,Growth,NA,NA,NA,NA
4930,LTER4,BR,T03,Por,0.01,70,0,12,8,5.6,Growth,NA,NA,NA,NA
4931,LTER4,BR,T03,Por,0.05,55,80,24.9,21,5.5,Shrinkage,NA,NA,NA,NA
4932,LTER4,BR,T03,Por,0.06,58,82,5,4.5,5,Shrinkage,NA,NA,NA,NA
4933,LTER4,BR,T03,Por,0.1,60,0,3.8,3,2,Growth,NA,NA,NA,NA
4935,LTER4,BR,T03,Poc,0.17,64,83,2,2,2,Shrinkage,NA,NA,NA,NA
4936,LTER4,BR,T03,Poc,0.19,64,83,33,25,21.5,Growth,NA,NA,NA,NA
4937,LTER4,BR,T03,Por,0.2,18,45,66,21,24,Shrinkage,NA,NA,NA,NA
4948,LTER4,BR,T03,Por,0.25,75,40,6,3.1,2.8,Shrinkage,NA,NA,NA,NA
4949,LTER4,BR,T03,Por,0.25,94,46,16,11.1,4.5,NA,NA,NA,NA,NA
4951,LTER4,BR,T03,Por,0.28,60,60,13.7,7.5,4,Shrinkage,NA,NA,NA,NA
4961,LTER4,BR,T03,Por,0.3,65,30,5.5,8,9,NA,NA,NA,NA,NA
4967,LTER4,BR,T03,Por,0.4,50,0,33.5,40,12.6,Growth,NA,NA,NA,NA
4971,LTER4,BR,T03,Acr,0.45,90,50,7.2,5.1,3,Missing Data,NA,NA,NA,NA
4972,LTER4,BR,T03,Por,0.5,25,10,6.3,4.1,6,Shrinkage,NA,NA,NA,NA
4974,LTER4,BR,T03,Acr,0.5,77,10,1.5,1.5,1.5,Recruitment,NA,NA,NA,NA
4978,LTER4,BR,T03,Poc,0.79,0,0,4,3,3,Recruitment,NA,NA,NA,NA
4979,LTER4,BR,T03,Por,0.8,25,25,6.5,8,8,Shrinkage,NA,NA,NA,NA
4980,LTER4,BR,T03,Poc,0.8,90,5,18.3,12,16.5,Growth,NA,NA,NA,NA
4989,LTER4,BR,T03,Por,0.91,20,32,5.5,8,9,NA,NA,NA,NA,NA
4993,LTER4,BR,T03,Por,0.94,7,45,42.2,22,20,NA,NA,NA,NA,NA
4998,LTER4,BR,T03,Por,0.95,65,0,13,10.8,11.6,Growth,NA,NA,NA,NA
5008,LTER4,BR,T03,Poc,1,50,30,11,9.7,7.5,Shrinkage,NA,NA,NA,NA
5010,LTER4,BR,T03,Poc,1,51,0,2,2,1,Growth,NA,NA,NA,NA
5025,LTER4,BR,T03,Poc,1.1,6,0,11,13,7,Growth,NA,NA,NA,NA
5027,LTER4,BR,T03,Por,1.1,20,57,6.2,6,6.8,Shrinkage,NA,NA,NA,NA
5036,LTER4,BR,T03,Por,1.25,40,0,20,8.5,6,Growth,NA,NA,NA,NA
5043,LTER4,BR,T03,Por,1.3,50,0,24.9,21.9,22.1,Growth,NA,NA,NA,NA
5045,LTER4,BR,T03,Poc,1.3,70,0,2,1,1,Recruitment,NA,NA,NA,NA
5075,LTER4,BR,T03,Por,1.65,20,0,NA,NA,NA,NA,NA,NA,NA,NA
5076,LTER4,BR,T03,Por,1.65,40,10,NA,NA,NA,Death,NA,NA,NA,NA
5081,LTER4,BR,T03,Por,1.71,20,20,NA,NA,NA,Death,NA,NA,NA,NA
5097,LTER4,BR,T03,Por,1.95,3,10,45,45,49,Growth,NA,NA,NA,NA
5100,LTER4,BR,T03,Acr,1.99,0,28,1,1,1,Recruitment,NA,NA,NA,NA
5101,LTER4,BR,T03,Acr,1.99,49,40,7,7,3,Missing Data,NA,NA,NA,NA
5105,LTER4,BR,T03,Poc,2,50,0,6,6,4,Growth,NA,NA,NA,NA
5117,LTER4,BR,T03,Poc,2.15,25,15,17,13,7,Growth,NA,NA,NA,NA
5144,LTER4,BR,T03,Por,3.6,61,2,28,17,10.6,Shrinkage,NA,NA,NA,NA
5146,LTER4,BR,T03,Por,3.65,10,10,48,39,57,NA,NA,NA,NA,NA
5183,LTER4,BR,T04,Acr,0.05,30,0,6,5.3,1.9,Growth,NA,NA,NA,NA
5185,LTER4,BR,T04,Acr,0.31,59,0,3.4,4.7,1.2,Growth,NA,NA,NA,NA
5187,LTER4,BR,T04,Por,0.35,30,0,2.2,1.8,3.5,NA,NA,NA,NA,NA
5189,LTER4,BR,T04,Por,0.38,30,0,3.1,2.4,0.15,NA,NA,NA,NA,NA
5190,LTER4,BR,T04,Por,0.39,65,0,3.9,3.6,1.8,NA,NA,NA,NA,NA
5191,LTER4,BR,T04,Por,0.4,67,0,2.1,1.7,1.6,NA,NA,NA,NA,NA
5204,LTER4,BR,T04,Acr,1.1,68,0,2.9,3.2,0.5,Recruitment,NA,NA,NA,NA
5206,LTER4,BR,T04,Acr,1.3,55,0,2,3,1,Recruitment,NA,NA,NA,NA
5208,LTER4,BR,T04,Poc,1.4,39,0,17,18,13.5,Growth,NA,NA,NA,NA
5209,LTER4,BR,T04,Por,1.35,87,0,1,1,1,Recruitment,NA,NA,NA,NA
5210,LTER4,BR,T04,Acr,1.5,20,0,3.2,2.8,1,Recruitment,NA,NA,NA,NA
5221,LTER4,BR,T04,Poc,1.7,75,30,4.2,5,4,Shrinkage,NA,NA,NA,NA
5233,LTER4,BR,T04,Por,1.83,50,21,65,45.5,40.6,Growth,NA,NA,NA,NA
5234,LTER4,BR,T04,Acr,1.85,69,30,7,7,1,Missing Data,NA,NA,NA,NA
5262,LTER4,BR,T04,Por,2.28,42,25,78,23,27,Growth,NA,NA,NA,NA
5274,LTER4,BR,T04,Poc,2.47,80,30,2,2,2,Recruitment,NA,NA,NA,NA
5282,LTER4,BR,T04,Poc,2.6,30,10,1,1,1,Recruitment,NA,NA,NA,NA
5283,LTER4,BR,T04,Poc,2.6,33,10,1,1,1,Recruitment,NA,NA,NA,NA
5306,LTER4,BR,T04,Poc,4.53,84,20,1,1,1,Recruitment,NA,NA,NA,NA
5307,LTER4,BR,T04,Por,5,30,40,178,85,75.59999999999998,Growth,NA,NA,NA,NA
5309,LTER4,OR,T01,Poc,0,80,15,9.8,7.2,6.3,Shrinkage,NA,NA,NA,NA
5314,LTER4,OR,T01,Mil,0.12,20,5,2.4,1.3,2.2,Growth,NA,NA,NA,NA
5324,LTER4,OR,T01,Mil,0.2,0,20,10,3.1,8.1,Growth,NA,NA,NA,NA
5330,LTER4,OR,T01,Poc,0.23,4,5,10,10.1,10.8,Shrinkage,NA,NA,NA,NA
5338,LTER4,OR,T01,Mil,0.34,30,11,20.9,11.1,16.3,NA,NA,NA,NA,NA
5344,LTER4,OR,T01,Acr,0.38,57,0,3.3,3.4,2.3,Shrinkage,NA,NA,NA,NA
5345,LTER4,OR,T01,Mil,0.4,1,20,9.7,7.7,7.3,Shrinkage,NA,NA,NA,NA
5354,LTER4,OR,T01,Poc,0.45,85,4,10.3,7.8,8.699999999999998,Shrinkage,NA,NA,NA,NA
5382,LTER4,OR,T01,Poc,0.76,35,2,1.6,1.4,1.7,Shrinkage,NA,NA,NA,NA
5389,LTER4,OR,T01,Acr,0.8,78,0,15,13,7.2,Growth,NA,NA,NA,NA
5401,LTER4,OR,T01,Acr,1.25,95,15,18.6,18.1,7,Shrinkage,NA,NA,NA,NA
5403,LTER4,OR,T01,Acr,1.53,45,5,11.4,8.5,7.8,Shrinkage,NA,NA,NA,NA
5413,LTER4,OR,T01,Acr,3.1,0,5,17.8,12.5,12.9,Growth,NA,NA,NA,NA
5414,LTER4,OR,T01,Acr,3.17,4,0,16.9,12.2,10.9,Growth,NA,NA,NA,NA
5417,LTER4,OR,T01,Acr,3.3,55,4,11.3,8.3,9.4,Growth,NA,NA,NA,NA
5422,LTER4,OR,T01,Acr,3.8,55,0,8,5.7,3.6,Shrinkage,NA,NA,NA,NA
5440,LTER4,OR,T01,Acr,4.88,38,10,8.699999999999998,9,6.7,Growth,NA,NA,NA,NA
5442,LTER4,OR,T02,Acr,0,23,7,11.3,10.3,9.3,Missing Data,NA,NA,NA,NA
5455,LTER4,OR,T02,Poc,0.15,18,1,16.7,12.4,14.9,Growth,NA,NA,NA,NA
5456,LTER4,OR,T02,Poc,0.15,24,5,1.3,1.8,1.6,Shrinkage,NA,NA,NA,NA
5473,LTER4,OR,T02,Poc,0.3,30,0,12,12,7.3,Growth,NA,NA,NA,NA
5504,LTER4,OR,T02,Poc,0.73,10,20,11.9,9.9,9.7,Shrinkage,NA,NA,NA,NA
5515,LTER4,OR,T02,Mil,0.8,47,25,12.9,9,14.5,Growth,NA,NA,NA,NA
5526,LTER4,OR,T02,Acr,0.95,15,0,12.9,7,9.6,Shrinkage,NA,NA,NA,NA
5527,LTER4,OR,T02,Mil,0.95,55,40,22.1,11.1,10.4,Shrinkage,NA,NA,NA,NA
5529,LTER4,OR,T02,Poc,0.98,26,0,4.8,4.3,3,Shrinkage,NA,NA,NA,NA
5537,LTER4,OR,T02,Acr,1.05,90,0,20.7,14.5,10.7,Growth,NA,NA,NA,NA
5539,LTER4,OR,T02,Mil,1.1,28,30,25.9,13.4,14.3,Growth,NA,NA,NA,NA
5540,LTER4,OR,T02,Mil,1.1,45,30,27,13.3,11.5,Shrinkage,NA,NA,NA,NA
5543,LTER4,OR,T02,Acr,1.2,15,5,11,4.8,4.9,Missing Data,NA,NA,NA,NA
5546,LTER4,OR,T02,Mil,1.35,65,20,4.3,2.2,3.4,Shrinkage,NA,NA,NA,NA
5551,LTER4,OR,T02,Acr,1.65,60,10,10.5,6.4,6.8,Growth,NA,NA,NA,NA
5554,LTER4,OR,T02,Mil,1.75,43,30,18.7,7.3,14.4,NA,NA,NA,NA,NA
5555,LTER4,OR,T02,Acr,1.8,1,15,9.7,8.3,7.7,Shrinkage,NA,NA,NA,NA
5556,LTER4,OR,T02,Acr,1.95,90,5,5,2.2,2.4,Recruitment,NA,NA,NA,NA
5560,LTER4,OR,T02,Acr,2.28,74,0,4,5.3,6.8,Shrinkage,NA,NA,NA,NA
5574,LTER4,OR,T02,Acr,3.15,12,5,6.4,4.3,5.8,Missing Data,NA,NA,NA,NA
5578,LTER4,OR,T02,Acr,3.42,58,5,10.6,9.4,8.699999999999998,Growth,NA,NA,NA,NA
5579,LTER4,OR,T02,Acr,3.45,100,0,11.9,11.9,7.3,Growth,NA,NA,NA,NA
5580,LTER4,OR,T02,Acr,3.66,88,1,5.2,2.8,1.5,Recruitment,NA,NA,NA,NA
5589,LTER4,OR,T02,Acr,4.15,75,5,7.1,6.3,6,Growth,NA,NA,NA,NA
5591,LTER4,OR,T02,Acr,4.3,58,5,8.3,6.8,5,Growth,NA,NA,NA,NA
5593,LTER4,OR,T02,Acr,4.5,100,0,12.4,10.8,7.2,Growth,NA,NA,NA,NA
5600,LTER4,OR,T02,Acr,4.8,0,8,10.8,11.2,10.5,Missing Data,NA,NA,NA,NA
5601,LTER4,OR,T02,Acr,4.8,5,10,9.5,9,9,Growth,NA,NA,NA,NA
5605,LTER4,OR,T03,Poc,0,18,0,18,10,13,Growth,NA,NA,NA,NA
5608,LTER4,OR,T03,Acr,0,100,5,5,3.5,3.5,Shrinkage,NA,NA,NA,NA
5648,LTER4,OR,T03,Acr,0.75,0,0,5,5,7,Missing Data,NA,NA,NA,NA
5649,LTER4,OR,T03,Por,0.77,77,0,4.5,4,2,Shrinkage,NA,NA,NA,NA
5650,LTER4,OR,T03,Acr,0.75,0,0,3,3,3,Recruitment,NA,NA,NA,NA
5656,LTER4,OR,T03,Poc,0.88,24,0,12,12,10,Shrinkage,NA,NA,NA,NA
5659,LTER4,OR,T03,Acr,0.9,80,0,7.5,7.5,7,Growth,NA,NA,NA,NA
5664,LTER4,OR,T03,Poc,0.95,56,10,24,28,27.5,Shrinkage,NA,NA,NA,NA
5670,LTER4,OR,T03,Acr,1.15,55,0,4.5,4,4.5,Shrinkage,NA,NA,NA,NA
5672,LTER4,OR,T03,Acr,1.17,60,0,5.5,5,2.5,Growth,NA,NA,NA,NA
5677,LTER4,OR,T03,Por,1.3,66,0,12.5,8,2.5,Missing Data,NA,NA,NA,NA
5689,LTER4,OR,T03,Acr,1.9,89,0,12,8,6.5,Shrinkage,NA,NA,NA,NA
5690,LTER4,OR,T03,Acr,1.9,90,0,20.5,17.6,8,Shrinkage,NA,NA,NA,NA
5695,LTER4,OR,T03,Acr,2.1,0,0,3,3,1.5,Recruitment,NA,NA,NA,NA
5696,LTER4,OR,T03,Acr,2.1,50,0,7,8,7,Growth,NA,NA,NA,NA
5698,LTER4,OR,T03,Acr,2.15,50,0,9,8.8,6,Shrinkage,NA,NA,NA,NA
5706,LTER4,OR,T03,Acr,3.1,55,0,2,2,2,Recruitment,NA,NA,NA,NA
5708,LTER4,OR,T03,Acr,3.15,10,0,11,7.9,7.9,Growth,NA,NA,NA,NA
5712,LTER4,OR,T03,Acr,3.5,38,0,3,3,2,Recruitment,NA,NA,NA,NA
5714,LTER4,OR,T03,Por,3.8,0,0,24,21.5,16,Shrinkage,NA,NA,NA,NA
5718,LTER4,OR,T03,Acr,4.3,85,0,2,2,1,Recruitment,NA,NA,NA,NA
5720,LTER4,OR,T03,Por,4.5,30,0,7.5,8.199999999999998,6,Shrinkage,NA,NA,NA,NA
5724,LTER4,OR,T03,Poc,4.8,75,0,2,2,1,Recruitment,NA,NA,NA,NA
5728,LTER4,OR,T04,Poc,0,7,5,33,19,12,NA,NA,NA,NA,NA
5749,LTER4,OR,T04,Poc,0.25,75,11,26,18,8,NA,NA,NA,NA,NA
5750,LTER4,OR,T04,Poc,0.25,91,0,9.5,11,8.5,NA,NA,NA,NA,NA
5782,LTER4,OR,T04,Acr,0.7,5,0,8.699999999999998,7.8,7,Growth,NA,NA,NA,NA
5789,LTER4,OR,T04,Poc,0.82,26,5,22.5,19.5,9,NA,NA,NA,NA,NA
5804,LTER4,OR,T04,Acr,0.95,75,0,6,6,5,Missing Data,NA,NA,NA,NA
5810,LTER4,OR,T04,Acr,1,75,0,7,7,5,Missing Data,NA,NA,NA,NA
5813,LTER4,OR,T04,Acr,1.4,5,0,7,7,5,Missing Data,NA,NA,NA,NA
5815,LTER4,OR,T04,Acr,1.49,20,0,5,4,NA,NA,NA,NA,NA,NA
5821,LTER4,OR,T04,Acr,1.9,20,0,11,9,9,NA,NA,NA,NA,NA
5822,LTER4,OR,T04,Acr,1.92,50,0,5,3.5,3,Recruitment,NA,NA,NA,NA
5825,LTER4,OR,T04,Acr,2.15,22,7,11,8,7,NA,NA,NA,NA,NA
5826,LTER4,OR,T04,Acr,2.2,40,40,8.5,10,14,Shrinkage,NA,NA,NA,NA
5827,LTER4,OR,T04,Acr,2.35,70,4,11,6.5,5,NA,NA,NA,NA,NA
