site,habitat,transect,taxa,x,y,z,year,length,width,height,observer,note,note_extra
LTER4,BR,P06,Por,1.15,73,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.15,74,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.15,75,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.16,70,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.16,71,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.16,72,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.16,73,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.16,74,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.16,75,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.17,70,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.17,71,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.17,72,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.17,73,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.17,74,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,1.9,99,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,2.2,70,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,2.2,71,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,2.2,72,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,2.2,73,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,2.2,74,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,2.2,75,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,2.2,76,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,2.2,77,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,2.2,78,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,2.2,79,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,2.2,80,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,2.2,81,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,2.8,30,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Mil,2.95,40,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,3.4,40,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,3.4,50,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,3.49,50,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,3.5,40,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Poc,4.1,40,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,4.2,50,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,5.95,80,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,6.2,60,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Poc,0.05,18,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Poc,0.4,77,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,0.5,75,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,0.55,70,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,0.65,50,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,0.85,14,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Poc,0.85,95,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.6,77,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Acr,2,20,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Por,2,100,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Acr,2.25,200,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Acr,3.7,0,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Poc,3.7,1,20,2024,NA,unsampled,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Acr,3.7,77,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Por,3.9,26,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Acr,4.1,60,60,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Poc,4.2,70,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Poc,4.2,70,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Por,4.45,100,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Acr,4.65,10,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Acr,7.1,40,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Acr,7.2,20,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Acr,7.2,40,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Por,9,70,10,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P07,Por,9.55,85,80,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Por,0.6,60,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Por,3.4,25,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Poc,3.75,50,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Poc,3.8,30,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Por,4.1,40,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Acr,4.3,70,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Acr,4.4,60,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Por,4.94,32,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Acr,5.1,60,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Acr,5.25,70,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Acr,5.35,50,60,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Poc,5.65,30,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Acr,5.9,40,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P08,Por,9.8,50,15,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Poc,1.1,52,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Por,1.65,25,10,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Por,2.35,24,25,2024,NA,unsampled,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,3.74,70,37,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,4,50,37,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Por,4.2,89,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Poc,4.79,90,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,4.88,90,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,4.9,90,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Por,4.91,45,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Por,5.2,18,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,5.75,80,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Poc,5.88,28,70,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,5.9,50,70,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,6.04,90,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,6.05,17,80,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,6.05,70,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Poc,6.15,20,80,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,6.4,25,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,6.5,20,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Por,6.9,0,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,7.3,77,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,7.4,20,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,7.4,30,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,7.4,40,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Poc,8.25,55,75,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,8.3,50,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,8.35,88,60,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,8.4,88,60,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,8.62,60,75,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,8.79,0,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,8.8,60,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,8.95,50,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P09,Acr,9.1,30,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P10,Por,0.3,50,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,P10,Acr,4.1,55,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,P10,Acr,4.13,70,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,P10,Por,4.3,42,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,P10,Por,4.8,25,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,P10,Poc,5.25,25,70,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,P10,Poc,5.3,25,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,P10,Poc,7.15,20,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,P10,Poc,7.15,45,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,P10,Poc,7.15,50,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,P10,Acr,7.9,75,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Por,0.02,3,89,2024,4.4,6,5.9,TBD,"NA, Growth",NA
LTER4,BR,T01,Acr,0.03,35,15,2024,3.8,2.6,1.9,TBD,"NA, Growth",NA
LTER4,BR,T01,Acr,0.09,38,50,2024,25,20,9.3,TBD,"NA, Growth",NA
LTER4,BR,T01,Poc,0.1,52,67,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Acr,0.1,60,15,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Poc,0.15,60,15,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Acr,0.45,98,8,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Acr,0.56,0,50,2024,9.7,10.8,8.2,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,0.56,0,69,2024,16.2,12.3,19.5,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,0.58,21,65,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Por,0.6,16,63,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Por,0.65,61,9,2024,24.1,22.5,15.4,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,0.7,43,4,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Poc,0.85,100,5,2024,14.8,10.3,9.5,TBD,"NA, Growth",NA
LTER4,BR,T01,Poc,0.87,8,50,2024,4.9,4.8,4.7,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,1.03,93,22,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Por,1.04,94,37,2024,6.8,2.1,4.3,TBD,"NA, Growth",NA
LTER4,BR,T01,Poc,1.2,62,15,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Por,1.21,93,65,2024,10,5.2,7,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,1.23,83,67,2024,5,3.7,5.7,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,1.25,52,30,2024,17.4,5.8,9.2,TBD,"NA, Growth",NA
LTER4,BR,T01,Acr,1.25,100,50,2024,5.5,3.5,3.1,TBD,"NA, Growth",NA
LTER4,BR,T01,Poc,1.36,79,70,2024,11,10.7,8.1,TBD,"NA, Growth",NA
LTER4,BR,T01,Poc,1.2,50,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Por,1.49,40,32,2024,3.9,2.4,4,TBD,"NA, Growth",NA
LTER4,BR,T01,Acr,1.5,70,70,2024,15.8,14.1,7.7,TBD,"NA, Growth",NA
LTER4,BR,T01,Poc,1.58,50,25,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Por,1.6,57,47,2024,32,13.5,13.7,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,1.75,40,72,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Acr,1.75,100,75,2024,4.5,3.8,3,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,1.9,67,75,2024,8.3,7.5,7,TBD,"NA, Growth",NA
LTER4,BR,T01,Acr,1.85,100,75,2024,4.3,3,3.2,TBD,"NA, Growth",NA
LTER4,BR,T01,Acr,1.9,97,77,2024,17.7,14.5,8,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,1.95,95,60,2024,7.4,4.5,6.3,TBD,"NA, Growth",NA
LTER4,BR,T01,Acr,1.98,75,30,2024,7.3,2.6,7.7,TBD,"NA, Growth",NA
LTER4,BR,T01,Acr,1.98,93,60,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Acr,2,72,16,2024,8.5,3.4,11.5,TBD,"NA, Growth",NA
LTER4,BR,T01,Acr,2,78,24,2024,11,2.5,12.3,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,2.2,24,8,2024,9.1,7.3,6.4,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,2.2,28,4,2024,3.7,3.2,4.5,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,2.29,25,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Por,2.3,34,2,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Poc,2.36,3,19,2024,29,18,18,TBD,"NA, Growth",NA
LTER4,BR,T01,Poc,2.9,70,12,2024,7,5.3,5.1,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,3,95,21,2024,38.9,24,23.3,TBD,"NA, Growth",NA
LTER4,BR,T01,Poc,3.05,80,15,2024,7.1,6.3,5.2,TBD,"NA, Growth",NA
LTER4,BR,T01,Poc,3.1,15,15,2024,8.3,2.9,6.8,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,3.31,91,1,2024,3.3,3.5,3.3,TBD,"NA, Growth",NA
LTER4,BR,T01,Poc,3.36,92,20,2024,15.7,12,10,TBD,"NA, Growth",NA
LTER4,BR,T01,Poc,3.68,92,10,2024,14.2,13,11.2,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,4.3,65,3,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T01,Por,4.72,100,29,2024,70.1,53.3,51.1,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,4.95,45,25,2024,11.3,8.9,10.2,TBD,"NA, Growth",NA
LTER4,BR,T01,Por,5,60,20,2024,106.5,45,55.6,TBD,"NA, Growth",NA
LTER4,BR,T02,Por,0.07,9,20,2024,112.2,65.5,49.5,TBD,"NA, Growth",NA
LTER4,BR,T02,Por,0.17,80,74,2024,73.5,66.1,54.6,TBD,"NA, Fus1",NA
LTER4,BR,T02,Por,0.35,64,35,2024,NA,NA,NA,TBD,"NA, Fus1",NA
LTER4,BR,T02,Por,0.7,30,0,2024,4.9,6.7,2.3,TBD,"NA, Growth",NA
LTER4,BR,T02,Por,0.85,65,0,2024,25.2,20.5,12.3,TBD,"NA, Growth",NA
LTER4,BR,T02,Poc,0.9,70,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T02,Por,0.95,35,8,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T02,Poc,1.68,6,27,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T02,Por,1.75,35,20,2024,25.8,15.1,15.8,TBD,"Loose, Growth",NA
LTER4,BR,T02,Por,1.85,19,15,2024,9.4,7,7.3,TBD,"NA, Growth",NA
LTER4,BR,T02,Por,2.36,10,15,2024,24.3,21.2,19.5,TBD,"NA, Growth",NA
LTER4,BR,T02,Acr,2.39,50,50,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T02,Acr,2.46,20,40,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T02,Poc,2.5,5,60,2024,9.5,7.8,7.4,TBD,"NA, Growth",NA
LTER4,BR,T02,Por,2.6,50,20,2024,39.8,13.8,30,TBD,"NA, Growth",NA
LTER4,BR,T02,Por,2.61,23,17,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T02,Acr,2.63,12,45,2024,4,3.7,2.1,TBD,"NA, Growth",NA
LTER4,BR,T02,Acr,2.7,40,50,2024,4.2,2.5,2.5,TBD,"NA, Growth",NA
LTER4,BR,T02,Por,2.81,36,64,2024,22.4,14.4,13.6,TBD,"NA, Growth",NA
LTER4,BR,T02,Poc,2.75,20,66,2024,29.7,17.2,12.3,TBD,"NA, Growth",NA
LTER4,BR,T02,Por,2.95,37,20,2024,17,14,13.2,TBD,"NA, Growth",NA
LTER4,BR,T02,Por,3,49,43,2024,13.2,7.2,7.2,TBD,"NA, Growth",NA
LTER4,BR,T02,Por,3.1,20,30,2024,88.3,48.3,37.3,TBD,"NA, Growth",NA
LTER4,BR,T02,Acr,3.1,85,8,2024,5.3,3.8,2.8,TBD,"NA, Growth",NA
LTER4,BR,T02,Por,3.15,50,30,2024,4,1.7,2.7,TBD,"NA, Growth",NA
LTER4,BR,T02,Por,3.15,85,3,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T02,Acr,3.17,43,60,2024,6,3.3,4.2,TBD,"NA, Growth",NA
LTER4,BR,T02,Acr,3.2,1,100,2024,4.9,4.1,3.9,TBD,"NA, Growth",NA
LTER4,BR,T02,Acr,3.5,1,60,2024,7.9,8.3,5.6,TBD,"NA, Growth",NA
LTER4,BR,T02,Poc,3.56,40,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T02,Acr,3.6,85,65,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T02,Poc,3.71,50,77,2024,19.3,10.9,13,TBD,"NA, Growth",NA
LTER4,BR,T02,Acr,3.75,62,60,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T02,Por,3.75,97,85,2024,17.7,11.3,19,TBD,"NA, Growth",NA
LTER4,BR,T02,Acr,4.25,88,80,2024,8.7,3.1,8.2,TBD,"NA, Growth",NA
LTER4,BR,T02,Poc,4.25,96,75,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T02,Por,4.4,2,70,2024,51.7,45,46.7,TBD,"NA, Growth",NA
LTER4,BR,T02,Poc,4.4,23,70,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T02,Por,4.4,50,50,2024,54.8,36.8,37,TBD,"NA, Growth",NA
LTER4,BR,T02,Por,4.75,24,54,2024,42.8,42,50.3,TBD,"NA, Growth",NA
LTER4,BR,T02,Acr,4.4,40,70,2024,7,8.4,9.1,TBD,"NA, Growth",NA
LTER4,BR,T02,Acr,3.6,90,50,2024,1,0.5,0.3,TBD,"NA, Recruitment",NA
LTER4,BR,T02,Poc,4.63,27,60,2024,2.4,1.8,2.2,TBD,"NA, Recruitment",NA
LTER4,BR,T03,Acr,0,70,60,2024,11.5,8,8.5,TBD,"NA, Growth",NA
LTER4,BR,T03,Acr,0,70,70,2024,4.5,4.5,2,TBD,"NA, Growth",NA
LTER4,BR,T03,Acr,0,75,70,2024,11.5,8,4.5,TBD,"NA, Growth",NA
LTER4,BR,T03,Poc,0.01,30,35,2024,5.5,5.5,1,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.01,60,0,2024,10,4,4,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.01,70,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T03,Por,0.05,55,80,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T03,Por,0.06,58,82,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T03,Por,0.1,60,0,2024,41,30,25,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.17,55,77,2024,12,6,5,TBD,"NA, Growth",NA
LTER4,BR,T03,Poc,0.17,64,83,2024,36,24,26,TBD,"NA, Growth",NA
LTER4,BR,T03,Poc,0.19,64,83,2024,18,10,10,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.2,18,45,2024,10,5,5,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.2,34,60,2024,6.6,6,6,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.25,75,40,2024,5.5,3,3.6,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.25,94,46,2024,15,4.5,4,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.28,60,60,2024,5,4,4,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.3,65,30,2024,4,4,4,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.4,50,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T03,Por,0.42,58,46,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T03,Acr,0.45,90,50,2024,9.5,6.5,6,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.5,25,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T03,Acr,0.5,77,10,2024,4.5,4.5,3,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.55,18,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T03,Poc,0.79,0,0,2024,3,3.5,2,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.8,25,25,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T03,Poc,0.8,90,5,2024,21,11,20,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.91,20,32,2024,13,9,11,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.94,7,45,2024,14,14,14,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,0.95,65,0,2024,14,14,14,TBD,"NA, Growth",NA
LTER4,BR,T03,Poc,1,50,30,2024,15,12,11,TBD,"NA, Growth",NA
LTER4,BR,T03,Poc,1,51,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T03,Poc,1.1,6,0,2024,11,10,30,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,1.1,20,57,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T03,Por,1.25,40,0,2024,18,11,11,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,1.3,50,0,2024,15,21,30,TBD,"NA, Growth",NA
LTER4,BR,T03,Poc,1.3,70,0,2024,3,3,3,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,1.95,3,10,2024,27,20,9,TBD,"NA, Growth",NA
LTER4,BR,T03,Acr,1.99,0,28,2024,3.5,5,3.5,TBD,"NA, Growth",NA
LTER4,BR,T03,Acr,1.99,49,40,2024,7,7,1,TBD,"NA, Growth",NA
LTER4,BR,T03,Poc,2,50,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T03,Por,2.07,35,21,2024,6,6,6,TBD,"NA, Growth",NA
LTER4,BR,T03,Poc,2.15,25,15,2024,15.3,12.5,12,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,3.6,61,2,2024,7,5,7,TBD,"NA, Growth",NA
LTER4,BR,T03,Por,3.65,10,10,2024,1.4,4.4,3.5,TBD,"NA, Growth",NA
LTER4,BR,T03,Poc,0.85,25,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER4,BR,T03,Poc,1,25,0,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER4,BR,T03,Poc,0.4,75,30,2024,1,1,1,TBD,"NA, Recruitment",NA
LTER4,BR,T03,Acr,0.25,0,0,2024,4,3,3,TBD,"NA, Recruitment",NA
LTER4,BR,T03,Acr,1.8,0,0,2024,2,2,2,TBD,"NA, Recruitment",NA
LTER4,BR,T04,Acr,0.05,30,0,2024,6,6,3.5,TBD,"NA, Growth",NA
LTER4,BR,T04,Acr,0.31,59,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T04,Por,0.35,30,0,2024,5,3,2,TBD,"NA, Growth",NA
LTER4,BR,T04,Por,0.38,30,0,2024,2,2,5,TBD,"NA, Growth",NA
LTER4,BR,T04,Por,0.39,65,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T04,Por,0.4,67,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T04,Acr,1.1,68,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T04,Acr,1.1,81,16,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T04,Acr,1.3,55,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T04,Poc,1.32,26,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T04,Poc,1.4,39,0,2024,25,20,18,TBD,"NA, Growth",NA
LTER4,BR,T04,Por,1.35,87,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T04,Acr,1.5,20,0,2024,6,6,2,TBD,"NA, Growth",NA
LTER4,BR,T04,Poc,1.7,75,30,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER4,BR,T04,Por,1.83,50,21,2024,52.5,41,43,TBD,"NA, Growth",NA
