coral_number,site,habitat,transect,taxa,x,y,z,length_2013,width_2013,height_2013,observer_2013,note_2013,note_extra_2013,dynamics_2013,length_2014,width_2014,height_2014,observer_2014,note_2014,note_extra_2014,dynamics_2014,length_2015,width_2015,height_2015,observer_2015,note_2015,note_extra_2015,dynamics_2015,length_2016,width_2016,height_2016,observer_2016,note_2016,note_extra_2016,dynamics_2016,length_2017,width_2017,height_2017,observer_2017,note_2017,note_extra_2017,dynamics_2017,length_2018,width_2018,height_2018,observer_2018,note_2018,note_extra_2018,dynamics_2018,length_2019,width_2019,height_2019,observer_2019,note_2019,note_extra_2019,dynamics_2019,length_2020,width_2020,height_2020,observer_2020,note_2020,note_extra_2020,dynamics_2020,length_2021,width_2021,height_2021,observer_2021,note_2021,note_extra_2021,dynamics_2021
5531,LTER5,BR,T1,Por,0.28,26,23,6.7,5.3,7.1,MK,NA,NA,NA,7.5,2.9,5.5,MK,NA,NA,NA,9.1,6.2,6.3,MK,NA,NA,NA,10.9,7.2,7.2,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9.2,9.1,EW,NA,NA,NA,12.6,8,11,EW,NA,NA,NA,14,12,13.5,EW,NA,NA,NA,13,11,7.4,MK,NA,NA,NA
5532,LTER5,BR,T1,Por,0.3,47,14,4.2,3,4.2,MK,NA,NA,NA,1,0.8,0.6,MK,Fi1,NA,Fission1,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5533,LTER5,BR,T1,Por,0.32,46,14,NA,NA,NA,MK,NA,NA,NA,1.4,1.1,1.4,MK,Fi1,NA,Fission1,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5534,LTER5,BR,T1,Por,0.33,50,15,5,4.6,3.9,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5535,LTER5,BR,T1,Por,0.35,50,9,3.5,2.3,3.3,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5536,LTER5,BR,T1,Poc,0.4,10,45,6.5,4.3,5.1,MK,NA,NA,NA,9.6,5.9,6.7,MK,NA,NA,NA,12.3,8.3,9.1,MK,NA,NA,NA,15.8,9.6,10,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,13.4,10.5,EW,NA,NA,NA,16.9,17.5,11,EW,NA,NA,NA,19,20,13,EW,NA,NA,NA,22.7,21.8,10.5,MK,NA,NA,NA
5537,LTER5,BR,T1,Por,0.52,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1,0.6,EW,NA,R,Recruitment,9,4,6,EW,NA,NA,NA,2.3,2.9,4.5,EW,NA,NA,NA,3.1,1.9,3.1,MK,NA,NA,NA
5538,LTER5,BR,T1,Por,0.53,32,3,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,3.2,0.7,2.9,MK,R,NA,Recruitment,NA,NA,NA,NA,NA,NA,NA,3.2,2.6,1.4,EW,NA,NA,NA,3,1.5,3,EW,NA,NA,NA,3.6,1,2.5,EW,NA,dying,NA,NA,NA,NA,MK,D,NA,Death
5539,LTER5,BR,T1,Por,0.62,54,51,1.8,1.5,1.9,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5540,LTER5,BR,T1,Por,0.62,29,13,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,1.5,0.8,1,MK,R,NA,Recruitment,3.8,2.5,2.9,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,1.7,1.5,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5541,LTER5,BR,T1,Por,0.65,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.5,1.5,EW,NA,NA,NA,5.9,3,3.5,MK,NA,NA,NA
5542,LTER5,BR,T1,Por,0.68,34,13,NA,NA,NA,MK,NA,NA,NA,1.5,1.5,1.7,MK,R,NA,Recruitment,5.2,4.1,4.3,MK,NA,NA,NA,6.8,3.9,2.8,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,2.5,1.5,EW,NA,NA,NA,4,3,4,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5543,LTER5,BR,T1,Por,0.9,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,9,EW,NA,NA,NA,8,4.5,7.3,MK,NA,NA,NA
5544,LTER5,BR,T1,Poc,0.91,23,1,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,8.2,6.5,5.6,MK,Lo,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5545,LTER5,BR,T1,Por,0.92,8,18,13,7.1,8.1,MK,NA,NA,NA,6.7,4.7,9.8,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5546,LTER5,BR,T1,Por,0.93,3,28,0.7,0.5,0.3,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5547,LTER5,BR,T1,Por,0.93,18,30,5.7,2.7,7.7,MK,NA,NA,NA,6.1,3.1,6.3,MK,NA,NA,NA,5.8,3.6,6.1,MK,NA,NA,NA,5.1,3.9,6.4,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,5,5.1,EW,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5548,LTER5,BR,T1,Por,0.95,5,32,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,2.7,1,2.1,MK,Fi1,NA,Fission1,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5549,LTER5,BR,T1,Por,0.97,5,35,6.9,4.4,8.4,MK,NA,NA,NA,7.3,4.7,7.7,MK,NA,NA,NA,5.2,4.4,7.7,MK,Fi1,NA,Fission1,0.8,0.4,0.6,MK,R,NA,Recruitment,NA,NA,NA,NA,NA,NA,NA,4.6,3.2,4.5,EW,NA,NA,NA,6,6,5.6,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5550,LTER5,BR,T1,Por,0.98,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2,1.7,EW,NA,R,Recruitment,3,2.5,1.5,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5551,LTER5,BR,T1,Por,0.98,2,43,5.7,4.3,6.5,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5552,LTER5,BR,T1,Por,1,12,45,12.9,7.6,17.6,MK,NA,NA,NA,6,5.8,9.3,MK,NA,NA,NA,6.3,6,5.5,MK,Fi2,NA,Fission2,7.3,4.5,5.7,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,7,6,8,EW,NA,NA,NA,6,5,8,EW,NA,NA,NA,7.8,7.3,7.9,MK,NA,NA,NA
5553,LTER5,BR,T1,Por,1,18,42,4.3,3.8,6.6,MK,NA,NA,NA,4.8,4,7.5,MK,NA,NA,NA,5.7,4.4,7.8,MK,NA,NA,NA,5.9,3,4.9,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,6,11.2,EW,NA,Fu1,Fusion1,8,5.5,11.5,EW,NA,NA,NA,9.5,8,10,EW,NA,NA,NA,9.6,6.5,11,MK,NA,NA,NA
5554,LTER5,BR,T1,Por,1,26,8,1,0.6,1.4,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5555,LTER5,BR,T1,Por,1,12,40,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,2.1,1.4,1.9,MK,Fi2,NA,Fission2,2.6,2.3,3.5,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5556,LTER5,BR,T1,Por,1.05,15,38,2.3,2.2,4,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5557,LTER5,BR,T1,Por,1.05,19,38,5.6,4.3,6.3,MK,NA,NA,NA,5.2,4.8,4.6,MK,NA,NA,NA,9.1,5.8,8.9,MK,NA,NA,NA,6,5.6,10.1,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5558,LTER5,BR,T1,Por,1.06,3,48,6.3,5.6,7.7,MK,NA,NA,NA,3.4,3,2.4,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5559,LTER5,BR,T1,Por,1.07,13,47,0.6,0.6,0.9,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5560,LTER5,BR,T1,Por,1.08,11,49,6,5,6.8,MK,NA,NA,NA,4.2,3.6,6,MK,NA,NA,NA,5.8,3.2,5.6,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5561,LTER5,BR,T1,Por,1.09,37,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,2.2,3,EW,NA,R,Recruitment,4.6,2.5,2,EW,NA,NA,NA,5,4,4.5,EW,NA,NA,NA,5.7,4.1,4.7,MK,NA,NA,NA
5562,LTER5,BR,T1,Por,1.09,8,49,1,0.7,0.4,MK,R,NA,Recruitment,4.2,2.6,2.6,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5563,LTER5,BR,T1,Por,1.1,18,48,NA,NA,NA,MK,NA,NA,NA,3.5,3,4.3,MK,Fi2,NA,Fission2,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5564,LTER5,BR,T1,Por,1.1,32,6,0.8,0.2,0.6,MK,R,NA,Recruitment,1,0.7,0.7,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5565,LTER5,BR,T1,Por,1.12,43,15,10.1,8.7,18.4,MK,NA,NA,NA,12.5,8.8,13.7,MK,Fi4,NA,Fission4,14.8,8.7,15.2,MK,NA,NA,NA,15,8.8,15.5,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,9.6,8.9,EW,NA,NA,NA,11.5,7,13,EW,NA,dying,NA,5,4,4.5,EW,NA,NA,NA,12,10.8,13.6,MK,Fu1,NA,Fusion1
5566,LTER5,BR,T1,Por,1.13,18,50,9.5,5.9,7.1,MK,NA,NA,NA,2.7,2.3,2.6,MK,Fi2,NA,Fission2,2.6,2.5,2.8,MK,R,NA,Recruitment,2,1.6,3.1,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5567,LTER5,BR,T1,Por,1.15,19,48,NA,NA,NA,MK,NA,NA,NA,2.4,2.1,2.3,MK,Fi2,NA,Fission2,2.1,0.9,1.7,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5568,LTER5,BR,T1,Por,1.15,16,51,NA,NA,NA,MK,NA,NA,NA,2.8,2,2.4,MK,Fi2,NA,Fission2,1.3,0.6,1.1,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,LTER5,BR,T1,Por,1.15,44,3,NA,NA,NA,MK,NA,NA,NA,1.7,0.6,1.3,MK,Fi4,NA,Fission4,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5570,LTER5,BR,T1,Por,1.15,38,4,2.9,1.8,2.6,MK,R,NA,Recruitment,2.5,1.7,2.8,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5571,LTER5,BR,T1,Por,1.16,9,51,NA,NA,NA,MK,NA,NA,NA,3.3,2.8,4.2,MK,Fi3,NA,Fission3,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,LTER5,BR,T1,Por,1.18,17,50,NA,NA,NA,MK,NA,NA,NA,2.2,0.8,2.1,MK,Fi2,NA,Fission2,1.8,1.1,1.4,MK,R,NA,Recruitment,1.1,1.3,1.6,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5573,LTER5,BR,T1,Por,1.2,45,24,10.1,7.8,11.6,MK,NA,NA,NA,10.3,7.2,9.8,MK,NA,NA,NA,6.4,4.6,3.7,MK,NA,NA,NA,10.8,6.8,11,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,7.5,9.4,EW,NA,NA,NA,10,7,12,EW,NA,NA,NA,4,5.5,4.5,EW,NA,dying,NA,NA,NA,NA,MK,Fu1,NA,Fusion1
5574,LTER5,BR,T1,Por,1.2,41,21,2.6,0.4,1.4,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5575,LTER5,BR,T1,Por,1.21,19,50,3.6,1.7,1.5,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5576,LTER5,BR,T1,Por,1.21,7,50,6.3,4.7,7.7,MK,NA,NA,NA,2.9,3,4.9,MK,Fi3,NA,Fission3,4.1,3.7,5,MK,NA,NA,NA,4.7,4.3,6.1,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5577,LTER5,BR,T1,Por,1.21,41,15,1.8,0.5,2.3,MK,R,NA,Recruitment,1.7,1.3,2.4,MK,NA,NA,NA,3.2,2.5,2.2,MK,NA,NA,NA,2.4,1.9,2.7,MK,R,NA,Recruitment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5578,LTER5,BR,T1,Por,1.23,3,53,1.2,0.8,0.6,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5579,LTER5,BR,T1,Por,1.25,45,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,4.2,3.2,EW,NA,NA,NA,3,3.5,4.8,EW,NA,NA,NA,7,7.5,8,EW,NA,NA,NA,4.2,3,3.4,MK,NA,NA,NA
5580,LTER5,BR,T1,Por,1.26,1,52,2.5,2.2,2.6,MK,R,NA,Recruitment,5.3,4,6,MK,NA,NA,NA,6.8,3.9,6.1,MK,NA,NA,NA,5.3,5.4,7,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5581,LTER5,BR,T1,Por,1.27,14,52,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,2.3,1.8,2.5,MK,R,NA,Recruitment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5582,LTER5,BR,T1,Por,1.28,6,55,13.9,7.1,7.9,MK,NA,NA,NA,6,4.3,5.6,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5583,LTER5,BR,T1,Por,1.29,61,27,6.4,4.1,4.3,MK,NA,NA,NA,7,3.5,5.2,MK,NA,NA,NA,8,3.9,4.6,MK,NA,NA,NA,8.7,4.8,5.9,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,4.5,7.5,EW,NA,NA,NA,8,6,7,EW,NA,NA,NA,6,6,7.5,EW,NA,NA,NA,12.2,6.5,10.6,MK,NA,NA,NA
5584,LTER5,BR,T1,Por,1.29,4,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,7,EW,NA,NA,NA,6,8,7.5,EW,NA,NA,NA,3.7,4.2,7.6,MK,NA,NA,NA
5585,LTER5,BR,T1,Por,1.29,51,36,2.2,2.1,2.6,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5586,LTER5,BR,T1,Por,1.29,58,42,NA,NA,NA,MK,NA,NA,NA,4.5,3.9,6.5,MK,Fi5,NA,Fission5,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5587,LTER5,BR,T1,Por,1.3,70,28,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,4,2.7,3.7,MK,beige,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,4.4,7.7,EW,NA,NA,NA,5,6,7,EW,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
5588,LTER5,BR,T1,Por,1.3,32,53,1.1,0.9,1.9,MK,R,NA,Recruitment,1.5,1.2,2.3,MK,NA,NA,NA,1.9,1.4,3.2,MK,NA,NA,NA,2.5,2.2,3.3,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.9,2.1,EW,NA,NA,NA,1.8,1.5,2,EW,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
5589,LTER5,BR,T1,Poc,1.3,32,50,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,3.9,2.8,3.9,MK,R,NA,Recruitment,7,5.1,5.1,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,10.6,10.9,EW,NA,NA,NA,14,11,12,EW,NA,NA,NA,18.5,16,14,EW,NA,NA,NA,23.7,18.2,16.4,MK,NA,NA,NA
5590,LTER5,BR,T1,Por,1.3,50,44,2.8,2.4,3.5,MK,NA,NA,NA,3.3,2.8,5.3,MK,NA,NA,NA,4.1,4,5.6,MK,NA,NA,NA,4.8,4.4,5.5,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,5.4,5,EW,NA,NA,NA,5.5,6,6.5,EW,NA,NA,NA,6.5,5.5,6.5,EW,NA,NA,NA,9.2,7.5,9.8,MK,NA,NA,NA
5591,LTER5,BR,T1,Por,1.3,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,5,4.8,EW,NA,NA,NA,5,3,4,EW,NA,NA,NA,5.5,5,6,EW,NA,NA,NA,5.1,3.5,5,MK,NA,NA,NA
